Record Length,2.500000e+03,,  -0.000000125000,   8.64000,
Sample Interval,1.000000e-10,,  -0.000000124900,   8.64000,
Trigger Point,1.250000000000e+03,,  -0.000000124800,   8.72000,
,,,  -0.000000124700,   8.72000,
,,,  -0.000000124600,   8.72000,
,,,  -0.000000124500,   8.72000,
Source,CH1,,  -0.000000124400,   8.72000,
Vertical Units,V,,  -0.000000124300,   8.72000,
Vertical Scale,2.000000e+00,,  -0.000000124200,   8.72000,
Vertical Offset,-3.680000e+00,,  -0.000000124100,   8.72000,
Horizontal Units,s,,  -0.000000124000,   8.72000,
Horizontal Scale,2.500000e-08,,  -0.000000123900,   8.72000,
Pt Fmt,Y,,  -0.000000123800,   8.72000,
Yzero,0.000000e+00,,  -0.000000123700,   8.72000,
Probe Atten,1.000000e+01,,  -0.000000123600,   8.72000,
Model Number,TDS1012B,,  -0.000000123500,   8.72000,
Serial Number,C063592,,  -0.000000123400,   8.72000,
Firmware Version,FV:v22.01,,  -0.000000123300,   8.72000,
,,,-00.000000123200,   8.72000,
,,,-00.000000123100,   8.80000,
,,,-00.000000123000,   8.80000,
,,,-00.000000122900,   8.80000,
,,,-00.000000122800,   8.80000,
,,,-00.000000122700,   8.88000,
,,,-00.000000122600,   8.88000,
,,,-00.000000122500,   8.88000,
,,,-00.000000122400,   8.96000,
,,,-00.000000122300,   8.96000,
,,,-00.000000122200,   9.04000,
,,,-00.000000122100,   9.04000,
,,,-00.000000122000,   9.04000,
,,,-00.000000121900,   9.12000,
,,,-00.000000121800,   9.12000,
,,,-00.000000121700,   9.20000,
,,,-00.000000121600,   9.20000,
,,,-00.000000121500,   9.20000,
,,,-00.000000121400,   9.28000,
,,,-00.000000121300,   9.28000,
,,,-00.000000121200,   9.28000,
,,,-00.000000121100,   9.36000,
,,,-00.000000121000,   9.36000,
,,,-00.000000120900,   9.36000,
,,,-00.000000120800,   9.36000,
,,,-00.000000120700,   9.44000,
,,,-00.000000120600,   9.44000,
,,,-00.000000120500,   9.44000,
,,,-00.000000120400,   9.44000,
,,,-00.000000120300,   9.44000,
,,,-00.000000120200,   9.52000,
,,,-00.000000120100,   9.52000,
,,,-00.000000120000,   9.52000,
,,,-00.000000119900,   9.52000,
,,,-00.000000119800,   9.52000,
,,,-00.000000119700,   9.60000,
,,,-00.000000119600,   9.60000,
,,,-00.000000119500,   9.60000,
,,,-00.000000119400,   9.60000,
,,,-00.000000119300,   9.68000,
,,,-00.000000119200,   9.68000,
,,,-00.000000119100,   9.68000,
,,,-00.000000119000,   9.76000,
,,,-00.000000118900,   9.76000,
,,,-00.000000118800,   9.76000,
,,,-00.000000118700,   9.84000,
,,,-00.000000118600,   9.84000,
,,,-00.000000118500,   9.84000,
,,,-00.000000118400,   9.92000,
,,,-00.000000118300,   9.92000,
,,,-00.000000118200,   9.92000,
,,,-00.000000118100,   9.92000,
,,,-00.000000118000,  10.00000,
,,,-00.000000117900,  10.00000,
,,,-00.000000117800,  10.00000,
,,,-00.000000117700,  10.08000,
,,,-00.000000117600,  10.08000,
,,,-00.000000117500,  10.08000,
,,,-00.000000117400,  10.16000,
,,,-00.000000117300,  10.16000,
,,,-00.000000117200,  10.16000,
,,,-00.000000117100,  10.16000,
,,,-00.000000117000,  10.24000,
,,,-00.000000116900,  10.24000,
,,,-00.000000116800,  10.24000,
,,,-00.000000116700,  10.32000,
,,,-00.000000116600,  10.32000,
,,,-00.000000116500,  10.32000,
,,,-00.000000116400,  10.32000,
,,,-00.000000116300,  10.40000,
,,,-00.000000116200,  10.40000,
,,,-00.000000116100,  10.40000,
,,,-00.000000116000,  10.40000,
,,,-00.000000115900,  10.40000,
,,,-00.000000115800,  10.40000,
,,,-00.000000115700,  10.48000,
,,,-00.000000115600,  10.48000,
,,,-00.000000115500,  10.48000,
,,,-00.000000115400,  10.48000,
,,,-00.000000115300,  10.48000,
,,,-00.000000115200,  10.48000,
,,,-00.000000115100,  10.48000,
,,,-00.000000115000,  10.56000,
,,,-00.000000114900,  10.56000,
,,,-00.000000114800,  10.56000,
,,,-00.000000114700,  10.56000,
,,,-00.000000114600,  10.56000,
,,,-00.000000114500,  10.48000,
,,,-00.000000114400,  10.48000,
,,,-00.000000114300,  10.48000,
,,,-00.000000114200,  10.48000,
,,,-00.000000114100,  10.48000,
,,,-00.000000114000,  10.48000,
,,,-00.000000113900,  10.48000,
,,,-00.000000113800,  10.48000,
,,,-00.000000113700,  10.48000,
,,,-00.000000113600,  10.48000,
,,,-00.000000113500,  10.48000,
,,,-00.000000113400,  10.48000,
,,,-00.000000113300,  10.48000,
,,,-00.000000113200,  10.48000,
,,,-00.000000113100,  10.48000,
,,,-00.000000113000,  10.48000,
,,,-00.000000112900,  10.48000,
,,,-00.000000112800,  10.56000,
,,,-00.000000112700,  10.56000,
,,,-00.000000112600,  10.56000,
,,,-00.000000112500,  10.56000,
,,,-00.000000112400,  10.56000,
,,,-00.000000112300,  10.56000,
,,,-00.000000112200,  10.56000,
,,,-00.000000112100,  10.56000,
,,,-00.000000112000,  10.56000,
,,,-00.000000111900,  10.56000,
,,,-00.000000111800,  10.56000,
,,,-00.000000111700,  10.56000,
,,,-00.000000111600,  10.48000,
,,,-00.000000111500,  10.48000,
,,,-00.000000111400,  10.48000,
,,,-00.000000111300,  10.48000,
,,,-00.000000111200,  10.48000,
,,,-00.000000111100,  10.48000,
,,,-00.000000111000,  10.40000,
,,,-00.000000110900,  10.40000,
,,,-00.000000110800,  10.40000,
,,,-00.000000110700,  10.40000,
,,,-00.000000110600,  10.32000,
,,,-00.000000110500,  10.32000,
,,,-00.000000110400,  10.32000,
,,,-00.000000110300,  10.32000,
,,,-00.000000110200,  10.24000,
,,,-00.000000110100,  10.24000,
,,,-00.000000110000,  10.24000,
,,,-00.000000109900,  10.24000,
,,,-00.000000109800,  10.24000,
,,,-00.000000109700,  10.24000,
,,,-00.000000109600,  10.24000,
,,,-00.000000109500,  10.24000,
,,,-00.000000109400,  10.24000,
,,,-00.000000109300,  10.24000,
,,,-00.000000109200,  10.24000,
,,,-00.000000109100,  10.24000,
,,,-00.000000109000,  10.24000,
,,,-00.000000108900,  10.24000,
,,,-00.000000108800,  10.24000,
,,,-00.000000108700,  10.32000,
,,,-00.000000108600,  10.32000,
,,,-00.000000108500,  10.32000,
,,,-00.000000108400,  10.32000,
,,,-00.000000108300,  10.32000,
,,,-00.000000108200,  10.40000,
,,,-00.000000108100,  10.40000,
,,,-00.000000108000,  10.40000,
,,,-00.000000107900,  10.40000,
,,,-00.000000107800,  10.40000,
,,,-00.000000107700,  10.48000,
,,,-00.000000107600,  10.48000,
,,,-00.000000107500,  10.48000,
,,,-00.000000107400,  10.48000,
,,,-00.000000107300,  10.48000,
,,,-00.000000107200,  10.56000,
,,,-00.000000107100,  10.56000,
,,,-00.000000107000,  10.56000,
,,,-00.000000106900,  10.56000,
,,,-00.000000106800,  10.56000,
,,,-00.000000106700,  10.64000,
,,,-00.000000106600,  10.64000,
,,,-00.000000106500,  10.64000,
,,,-00.000000106400,  10.64000,
,,,-00.000000106300,  10.64000,
,,,-00.000000106200,  10.72000,
,,,-00.000000106100,  10.72000,
,,,-00.000000106000,  10.72000,
,,,-00.000000105900,  10.72000,
,,,-00.000000105800,  10.72000,
,,,-00.000000105700,  10.80000,
,,,-00.000000105600,  10.80000,
,,,-00.000000105500,  10.80000,
,,,-00.000000105400,  10.80000,
,,,-00.000000105300,  10.80000,
,,,-00.000000105200,  10.88000,
,,,-00.000000105100,  10.88000,
,,,-00.000000105000,  10.88000,
,,,-00.000000104900,  10.88000,
,,,-00.000000104800,  10.88000,
,,,-00.000000104700,  10.96000,
,,,-00.000000104600,  10.96000,
,,,-00.000000104500,  10.96000,
,,,-00.000000104400,  10.96000,
,,,-00.000000104300,  10.96000,
,,,-00.000000104200,  11.04000,
,,,-00.000000104100,  11.04000,
,,,-00.000000104000,  11.04000,
,,,-00.000000103900,  11.04000,
,,,-00.000000103800,  11.04000,
,,,-00.000000103700,  11.12000,
,,,-00.000000103600,  11.12000,
,,,-00.000000103500,  11.12000,
,,,-00.000000103400,  11.12000,
,,,-00.000000103300,  11.12000,
,,,-00.000000103200,  11.20000,
,,,-00.000000103100,  11.20000,
,,,-00.000000103000,  11.20000,
,,,-00.000000102900,  11.20000,
,,,-00.000000102800,  11.20000,
,,,-00.000000102700,  11.28000,
,,,-00.000000102600,  11.28000,
,,,-00.000000102500,  11.28000,
,,,-00.000000102400,  11.28000,
,,,-00.000000102300,  11.28000,
,,,-00.000000102200,  11.28000,
,,,-00.000000102100,  11.28000,
,,,-00.000000102000,  11.28000,
,,,-00.000000101900,  11.28000,
,,,-00.000000101800,  11.36000,
,,,-00.000000101700,  11.36000,
,,,-00.000000101600,  11.36000,
,,,-00.000000101500,  11.36000,
,,,-00.000000101400,  11.36000,
,,,-00.000000101300,  11.36000,
,,,-00.000000101200,  11.36000,
,,,-00.000000101100,  11.36000,
,,,-00.000000101000,  11.36000,
,,,-00.000000100900,  11.44000,
,,,-00.000000100800,  11.44000,
,,,-00.000000100700,  11.44000,
,,,-00.000000100600,  11.44000,
,,,-00.000000100500,  11.44000,
,,,-00.000000100400,  11.36000,
,,,-00.000000100300,  11.36000,
,,,-00.000000100200,  11.36000,
,,,-00.000000100100,  11.36000,
,,,-00.000000100000,  11.36000,
,,,-00.000000099900,  11.36000,
,,,-00.000000099800,  11.36000,
,,,-00.000000099700,  11.36000,
,,,-00.000000099600,  11.36000,
,,,-00.000000099500,  11.28000,
,,,-00.000000099400,  11.28000,
,,,-00.000000099300,  11.28000,
,,,-00.000000099200,  11.28000,
,,,-00.000000099100,  11.28000,
,,,-00.000000099000,  11.28000,
,,,-00.000000098900,  11.28000,
,,,-00.000000098800,  11.28000,
,,,-00.000000098700,  11.28000,
,,,-00.000000098600,  11.20000,
,,,-00.000000098500,  11.20000,
,,,-00.000000098400,  11.20000,
,,,-00.000000098300,  11.20000,
,,,-00.000000098200,  11.20000,
,,,-00.000000098100,  11.20000,
,,,-00.000000098000,  11.20000,
,,,-00.000000097900,  11.20000,
,,,-00.000000097800,  11.20000,
,,,-00.000000097700,  11.20000,
,,,-00.000000097600,  11.20000,
,,,-00.000000097500,  11.20000,
,,,-00.000000097400,  11.20000,
,,,-00.000000097300,  11.20000,
,,,-00.000000097200,  11.20000,
,,,-00.000000097100,  11.20000,
,,,-00.000000097000,  11.20000,
,,,-00.000000096900,  11.20000,
,,,-00.000000096800,  11.28000,
,,,-00.000000096700,  11.28000,
,,,-00.000000096600,  11.28000,
,,,-00.000000096500,  11.20000,
,,,-00.000000096400,  11.20000,
,,,-00.000000096300,  11.20000,
,,,-00.000000096200,  11.20000,
,,,-00.000000096100,  11.20000,
,,,-00.000000096000,  11.20000,
,,,-00.000000095900,  11.20000,
,,,-00.000000095800,  11.20000,
,,,-00.000000095700,  11.20000,
,,,-00.000000095600,  11.20000,
,,,-00.000000095500,  11.20000,
,,,-00.000000095400,  11.20000,
,,,-00.000000095300,  11.20000,
,,,-00.000000095200,  11.20000,
,,,-00.000000095100,  11.20000,
,,,-00.000000095000,  11.20000,
,,,-00.000000094900,  11.20000,
,,,-00.000000094800,  11.28000,
,,,-00.000000094700,  11.28000,
,,,-00.000000094600,  11.28000,
,,,-00.000000094500,  11.28000,
,,,-00.000000094400,  11.28000,
,,,-00.000000094300,  11.28000,
,,,-00.000000094200,  11.28000,
,,,-00.000000094100,  11.28000,
,,,-00.000000094000,  11.28000,
,,,-00.000000093900,  11.28000,
,,,-00.000000093800,  11.28000,
,,,-00.000000093700,  11.28000,
,,,-00.000000093600,  11.28000,
,,,-00.000000093500,  11.28000,
,,,-00.000000093400,  11.28000,
,,,-00.000000093300,  11.28000,
,,,-00.000000093200,  11.28000,
,,,-00.000000093100,  11.28000,
,,,-00.000000093000,  11.28000,
,,,-00.000000092900,  11.28000,
,,,-00.000000092800,  11.36000,
,,,-00.000000092700,  11.36000,
